instance,solver,num_vars,num_clauses,runtime_seconds,result
random3sat_realistic_875.cnf,DPLL,90,360,0.0,UNSAT
random3sat_realistic_877.cnf,DPLL,90,540,0.0,UNSAT
random3sat_realistic_876.cnf,DPLL,150,750,0.001,UNSAT
random3sat_realistic_878.cnf,DPLL,80,320,0.001,UNSAT
random3sat_realistic_879.cnf,DPLL,90,540,0.0,UNSAT
random3sat_realistic_881.cnf,DPLL,100,300,0.001,UNSAT
random3sat_realistic_880.cnf,DPLL,90,450,0.002,UNSAT
random3sat_realistic_882.cnf,DPLL,150,600,0.0022,UNSAT
random3sat_realistic_883.cnf,DPLL,100,300,0.0,UNSAT
random3sat_realistic_884.cnf,DPLL,70,420,0.001,UNSAT
random3sat_realistic_885.cnf,DPLL,100,500,0.001,UNSAT
random3sat_realistic_886.cnf,DPLL,120,480,0.0015,UNSAT
random3sat_realistic_889.cnf,DPLL,70,280,0.001,UNSAT
random3sat_realistic_888.cnf,DPLL,120,480,0.001,UNSAT
random3sat_realistic_89.cnf,DPLL,90,270,0.001,SAT
T
random3sat_realistic_890.cnf,DPLL,50,300,0.001,UNSAT
random3sat_realistic_891.cnf,DPLL,120,720,0.003,UNSAT
random3sat_realistic_894.cnf,DPLL,60,240,0.001,UNSAT
random3sat_realistic_895.cnf,DPLL,90,360,0.001,UNSAT
random3sat_realistic_893.cnf,DPLL,70,420,0.0035,UNSAT
random3sat_realistic_897.cnf,DPLL,70,280,0.001,UNSAT
random3sat_realistic_896.cnf,DPLL,90,270,0.001,UNSAT
random3sat_realistic_898.cnf,DPLL,70,350,0.002,UNSAT
random3sat_realistic_899.cnf,DPLL,80,240,0.004,UNSAT
random3sat_realistic_90.cnf,DPLL,150,450,0.001,UNSAT
random3sat_realistic_900.cnf,DPLL,90,450,0.001,UNSAT
random3sat_realistic_902.cnf,DPLL,100,600,0.001,UNSAT
random3sat_realistic_903.cnf,DPLL,60,360,0.001,UNSAT
random3sat_realistic_901.cnf,DPLL,90,450,0.0035,UNSAT
random3sat_realistic_906.cnf,DPLL,50,250,0.0,UNSAT
T
random3sat_realistic_905.cnf,DPLL,60,360,0.0,UNSAT
random3sat_realistic_907.cnf,DPLL,90,360,0.0013,UNSAT
random3sat_realistic_908.cnf,DPLL,50,300,0.0,UNSAT
random3sat_realistic_909.cnf,DPLL,50,300,0.001,UNSAT
random3sat_realistic_91.cnf,DPLL,100,400,0.001,UNSAT
random3sat_realistic_911.cnf,DPLL,100,600,0.002,UNSAT
random3sat_realistic_912.cnf,DPLL,150,600,0.001,UNSAT
random3sat_realistic_914.cnf,DPLL,60,240,0.001,UNSAT
random3sat_realistic_915.cnf,DPLL,70,350,0.0,UNSAT
random3sat_realistic_916.cnf,DPLL,60,360,0.0013,UNSAT
random3sat_realistic_917.cnf,DPLL,100,500,0.0,UNSAT
random3sat_realistic_919.cnf,DPLL,120,600,0.0015,UNSAT
random3sat_realistic_920.cnf,DPLL,50,150,0.0,UNSAT
random3sat_realistic_92.cnf,DPLL,100,600,0.0,UNSAT
random3sat_realistic_921.cnf,DPLL,60,360,0.0006,UNSAT

random3sat_realistic_924.cnf,DPLL,100,500,0.0,UNSAT
random3sat_realistic_923.cnf,DPLL,150,600,0.0,UNSAT
random3sat_realistic_927.cnf,DPLL,70,420,0.0,UNSAT
random3sat_realistic_926.cnf,DPLL,90,360,0.002,UNSAT
random3sat_realistic_928.cnf,DPLL,80,320,0.003,UNSAT
random3sat_realistic_929.cnf,DPLL,100,600,0.0,UNSAT
random3sat_realistic_930.cnf,DPLL,120,720,0.0,UNSAT
random3sat_realistic_931.cnf,DPLL,100,500,0.0,UNSAT
random3sat_realistic_932.cnf,DPLL,90,270,0.0,UNSAT
random3sat_realistic_933.cnf,DPLL,150,600,0.0012,UNSAT
random3sat_realistic_934.cnf,DPLL,120,600,0.0012,UNSAT
random3sat_realistic_935.cnf,DPLL,120,600,0.0022,UNSAT
random3sat_realistic_938.cnf,DPLL,100,300,0.0,SAT
random3sat_realistic_939.cnf,DPLL,100,300,0.001,SAT
random3sat_realistic_937.cnf,DPLL,100,600,0.002,UNSAT
random3sat_realistic_94.cnf,DPLL,70,350,0.002,UNSAT
random3sat_realistic_941.cnf,DPLL,80,320,0.002,UNSAT
random3sat_realistic_940.cnf,DPLL,70,280,0.002,UNSAT
random3sat_realistic_942.cnf,DPLL,80,320,0.0012,UNSAT
random3sat_realistic_944.cnf,DPLL,60,300,0.0,UNSAT
random3sat_realistic_943.cnf,DPLL,120,480,0.0016,UNSAT
random3sat_realistic_945.cnf,DPLL,70,350,0.0,UNSAT
random3sat_realistic_947.cnf,DPLL,60,360,0.0,UNSAT
random3sat_realistic_946.cnf,DPLL,120,600,0.0,UNSAT
random3sat_realistic_948.cnf,DPLL,120,720,0.0006,UNSAT
random3sat_realistic_949.cnf,DPLL,150,450,0.0036,SAT
random3sat_realistic_95.cnf,DPLL,100,600,0.002,UNSAT
random3sat_realistic_950.cnf,DPLL,100,600,0.001,UNSAT
random3sat_realistic_951.cnf,DPLL,50,150,0.001,UNSAT
random3sat_realistic_955.cnf,DPLL,90,450,0.001,UNSAT
random3sat_realistic_952.cnf,DPLL,80,320,0.001,UNSAT
random3sat_realistic_954.cnf,DPLL,60,360,0.001,UNSAT
random3sat_realistic_959.cnf,DPLL,120,600,0.001,UNSAT
random3sat_realistic_958.cnf,DPLL,90,540,0.001,UNSAT
random3sat_realistic_956.cnf,DPLL,150,750,0.001,UNSAT
random3sat_realistic_960.cnf,DPLL,120,480,0.0023,UNSAT
random3sat_realistic_962.cnf,DPLL,50,200,0.0013,UNSAT
random3sat_realistic_961.cnf,DPLL,120,360,0.0013,UNSAT
random3sat_realistic_963.cnf,DPLL,50,250,0.0,UNSAT
random3sat_realistic_964.cnf,DPLL,100,400,0.001,UNSAT
random3sat_realistic_965.cnf,DPLL,70,420,0.002,UNSAT
random3sat_realistic_966.cnf,DPLL,90,540,0.0025,UNSAT
random3sat_realistic_967.cnf,DPLL,120,720,0.001,UNSAT
random3sat_realistic_968.cnf,DPLL,150,750,0.001,UNSAT
random3sat_realistic_97.cnf,DPLL,50,300,0.001,UNSAT
random3sat_realistic_969.cnf,DPLL,150,900,0.001,UNSAT
random3sat_realistic_972.cnf,DPLL,70,350,0.001,UNSAT
random3sat_realistic_971.cnf,DPLL,70,420,0.003,UNSAT
random3sat_realistic_974.cnf,DPLL,50,250,0.001,UNSAT
random3sat_realistic_975.cnf,DPLL,50,150,0.001,SAT
random3sat_realistic_976.cnf,DPLL,60,360,0.001,UNSAT
random3sat_realistic_977.cnf,DPLL,120,480,0.001,UNSAT
random3sat_realistic_978.cnf,DPLL,100,400,0.001,UNSAT
random3sat_realistic_980.cnf,DPLL,120,600,0.0003,UNSAT
random3sat_realistic_98.cnf,DPLL,90,270,0.0023,SAT
random3sat_realistic_981.cnf,DPLL,90,270,0.0011,UNSAT
random3sat_realistic_979.cnf,DPLL,150,900,0.0,UNSAT
random3sat_realistic_983.cnf,DPLL,80,240,0.0006,SAT
random3sat_realistic_982.cnf,DPLL,80,240,0.0,SAT
random3sat_realistic_984.cnf,DPLL,90,360,0.002,UNSAT
random3sat_realistic_985.cnf,DPLL,60,180,0.002,SAT
random3sat_realistic_986.cnf,DPLL,50,300,0.002,UNSAT
random3sat_realistic_987.cnf,DPLL,70,420,0.002,UNSAT
random3sat_realistic_988.cnf,DPLL,50,250,0.0015,UNSAT
random3sat_realistic_989.cnf,DPLL,120,480,0.002,UNSAT
random3sat_realistic_990.cnf,DPLL,100,600,0.0,UNSAT
random3sat_realistic_99.cnf,DPLL,70,210,0.002,SAT
random3sat_realistic_991.cnf,DPLL,70,420,0.0,UNSAT
random3sat_realistic_994.cnf,DPLL,100,400,0.0,UNSAT

random3sat_realistic_993.cnf,DPLL,90,540,0.002,UNSAT
random3sat_realistic_995.cnf,DPLL,90,360,0.0016,UNSAT
random3sat_realistic_998.cnf,DPLL,80,240,0.001,SAT
random3sat_realistic_997.cnf,DPLL,150,750,0.001,UNSAT
random3sat_realistic_999.cnf,DPLL,60,240,0.0,UNSAT
sudoku_1.cnf,DPLL,81,200,0.0,SAT
sudoku_10.cnf,DPLL,81,259,0.0025,SAT
sudoku_4.cnf,DPLL,81,300,0.0,SAT
sudoku_2.cnf,DPLL,81,334,0.001,SAT
sudoku_3.cnf,DPLL,81,392,0.0022,UNSAT
sudoku_6.cnf,DPLL,81,225,0.001,SAT
sudoku_7.cnf,DPLL,81,231,0.0,SAT
sudoku_5.cnf,DPLL,81,359,0.001,UNSAT
sudoku_8.cnf,DPLL,81,296,0.0021,SAT
sudoku_9.cnf,DPLL,81,394,0.0035,UNSAT
sudoku_realistic_1.cnf,DPLL,819,8829,0.0021,SAT
sudoku_realistic_100.cnf,DPLL,819,8829,0.0011,SAT
sudoku_realistic_10.cnf,DPLL,819,8829,0.001,SAT
sudoku_realistic_101.cnf,DPLL,819,8829,0.004,SAT
sudoku_realistic_102.cnf,DPLL,819,8829,0.001,SAT
sudoku_realistic_103.cnf,DPLL,819,8829,0.001,SAT
sudoku_realistic_104.cnf,DPLL,819,8829,0.001,SAT
sudoku_realistic_105.cnf,DPLL,819,8829,0.002,SAT
sudoku_realistic_106.cnf,DPLL,819,8829,0.0004,SAT
sudoku_realistic_108.cnf,DPLL,819,8829,0.0,SAT
sudoku_realistic_107.cnf,DPLL,819,8829,0.002,SAT
sudoku_realistic_109.cnf,DPLL,819,8829,0.0,SAT
sudoku_realistic_11.cnf,DPLL,819,8829,0.001,SAT
sudoku_realistic_111.cnf,DPLL,819,8829,0.002,SAT
sudoku_realistic_112.cnf,DPLL,819,8829,0.003,SAT
sudoku_realistic_110.cnf,DPLL,819,8829,0.0025,SAT
sudoku_realistic_113.cnf,DPLL,819,8829,0.0028,SAT
sudoku_realistic_114.cnf,DPLL,819,8829,0.0035,SAT
sudoku_realistic_115.cnf,DPLL,819,8829,0.001,SAT
sudoku_realistic_116.cnf,DPLL,819,8829,0.0,SAT
sudoku_realistic_117.cnf,DPLL,819,8829,0.0012,SAT
sudoku_realistic_118.cnf,DPLL,819,8829,0.0025,SAT
sudoku_realistic_119.cnf,DPLL,819,8829,0.0016,SAT
sudoku_realistic_12.cnf,DPLL,819,8829,0.001,SAT
sudoku_realistic_120.cnf,DPLL,819,8829,0.0,SAT
sudoku_realistic_121.cnf,DPLL,819,8829,0.002,SAT
sudoku_realistic_123.cnf,DPLL,819,8829,0.002,SAT
sudoku_realistic_126.cnf,DPLL,819,8829,0.0024,SAT
sudoku_realistic_124.cnf,DPLL,819,8829,0.0185,SAT
sudoku_realistic_127.cnf,DPLL,819,8829,0.002,SAT
sudoku_realistic_128.cnf,DPLL,819,8829,0.003,SAT
sudoku_realistic_129.cnf,DPLL,819,8829,0.001,SAT
sudoku_realistic_13.cnf,DPLL,819,8829,0.0015,SAT
sudoku_realistic_130.cnf,DPLL,819,8829,0.001,SAT
sudoku_realistic_132.cnf,DPLL,819,8829,0.001,SAT
sudoku_realistic_131.cnf,DPLL,819,8829,0.003,SAT
sudoku_realistic_133.cnf,DPLL,819,8829,0.001,SAT
sudoku_realistic_134.cnf,DPLL,819,8829,0.001,SAT
sudoku_realistic_135.cnf,DPLL,819,8829,0.001,SAT
sudoku_realistic_136.cnf,DPLL,819,8829,0.0015,SAT
sudoku_realistic_137.cnf,DPLL,819,8829,0.002,SAT
sudoku_realistic_138.cnf,DPLL,819,8829,0.0012,SAT
sudoku_realistic_139.cnf,DPLL,819,8829,0.004,SAT
sudoku_realistic_140.cnf,DPLL,819,8829,0.001,SAT
sudoku_realistic_141.cnf,DPLL,819,8829,0.001,SAT
sudoku_realistic_143.cnf,DPLL,819,8829,0.001,SAT
sudoku_realistic_142.cnf,DPLL,819,8829,0.0015,SAT
sudoku_realistic_145.cnf,DPLL,819,8829,0.0025,SAT
sudoku_realistic_144.cnf,DPLL,819,8829,0.001,SAT
sudoku_realistic_146.cnf,DPLL,819,8829,0.001,SAT
sudoku_realistic_147.cnf,DPLL,819,8829,0.001,SAT
sudoku_realistic_148.cnf,DPLL,819,8829,0.001,SAT
sudoku_realistic_149.cnf,DPLL,819,8829,0.001,SAT
sudoku_realistic_15.cnf,DPLL,819,8829,0.0015,SAT
sudoku_realistic_150.cnf,DPLL,819,8829,0.002,SAT
sudoku_realistic_151.cnf,DPLL,819,8829,0.0014,SAT
sudoku_realistic_152.cnf,DPLL,819,8829,0.0,SAT
sudoku_realistic_153.cnf,DPLL,819,8829,0.001,SAT
sudoku_realistic_154.cnf,DPLL,819,8829,0.0069,SAT
sudoku_realistic_155.cnf,DPLL,819,8829,0.0,SAT
sudoku_realistic_156.cnf,DPLL,819,8829,0.0045,SAT
sudoku_realistic_157.cnf,DPLL,819,8829,0.0112,SAT
sudoku_realistic_158.cnf,DPLL,819,8829,0.0054,SAT
sudoku_realistic_16.cnf,DPLL,819,8829,0.003,SAT
sudoku_realistic_159.cnf,DPLL,819,8829,0.0172,SAT
sudoku_realistic_160.cnf,DPLL,819,8829,0.001,SAT
sudoku_realistic_161.cnf,DPLL,819,8829,0.0,SAT
sudoku_realistic_162.cnf,DPLL,819,8829,0.001,SAT
sudoku_realistic_164.cnf,DPLL,819,8829,0.0025,SAT
sudoku_realistic_165.cnf,DPLL,819,8829,0.003,SAT
sudoku_realistic_166.cnf,DPLL,819,8829,0.0005,SAT
sudoku_realistic_168.cnf,DPLL,819,8829,0.002,SAT
sudoku_realistic_167.cnf,DPLL,819,8829,0.0033,SAT
sudoku_realistic_17.cnf,DPLL,819,8829,0.0041,SAT
sudoku_realistic_169.cnf,DPLL,819,8829,0.001,SAT
sudoku_realistic_171.cnf,DPLL,819,8829,0.0013,SAT
sudoku_realistic_173.cnf,DPLL,819,8829,0.0,SAT
sudoku_realistic_172.cnf,DPLL,819,8829,0.002,SAT
sudoku_realistic_174.cnf,DPLL,819,8829,0.0012,SAT
sudoku_realistic_175.cnf,DPLL,819,8829,0.0012,SAT
sudoku_realistic_176.cnf,DPLL,819,8829,0.004,SAT
sudoku_realistic_177.cnf,DPLL,819,8829,0.0,SAT
sudoku_realistic_178.cnf,DPLL,819,8829,0.0022,SAT
sudoku_realistic_179.cnf,DPLL,819,8829,0.0,SAT
sudoku_realistic_180.cnf,DPLL,819,8829,0.002,SAT
sudoku_realistic_18.cnf,DPLL,819,8829,0.001,SAT
sudoku_realistic_182.cnf,DPLL,819,8829,0.0,SAT
sudoku_realistic_184.cnf,DPLL,819,8829,0.0,SAT
sudoku_realistic_183.cnf,DPLL,819,8829,0.0,SAT
sudoku_realistic_185.cnf,DPLL,819,8829,0.0077,SAT
sudoku_realistic_186.cnf,DPLL,819,8829,0.0055,SAT
sudoku_realistic_187.cnf,DPLL,819,8829,0.0015,SAT
sudoku_realistic_188.cnf,DPLL,819,8829,0.0025,SAT
sudoku_realistic_189.cnf,DPLL,819,8829,0.0045,SAT
sudoku_realistic_19.cnf,DPLL,819,8829,0.0055,SAT
sudoku_realistic_190.cnf,DPLL,819,8829,0.0057,SAT
sudoku_realistic_191.cnf,DPLL,819,8829,0.001,SAT
sudoku_realistic_192.cnf,DPLL,819,8829,0.0,SAT
sudoku_realistic_193.cnf,DPLL,819,8829,0.001,SAT
sudoku_realistic_194.cnf,DPLL,819,8829,0.0,SAT
sudoku_realistic_195.cnf,DPLL,819,8829,0.0,SAT
sudoku_realistic_196.cnf,DPLL,819,8829,0.0033,SAT
sudoku_realistic_197.cnf,DPLL,819,8829,0.001,SAT
sudoku_realistic_199.cnf,DPLL,819,8829,0.0011,SAT
sudoku_realistic_198.cnf,DPLL,819,8829,0.001,SAT
sudoku_realistic_2.cnf,DPLL,819,8829,0.005,SAT
sudoku_realistic_20.cnf,DPLL,819,8829,0.0012,SAT
sudoku_realistic_200.cnf,DPLL,819,8829,0.0,SAT
sudoku_realistic_21.cnf,DPLL,819,8829,0.001,SAT
sudoku_realistic_22.cnf,DPLL,819,8829,0.001,SAT
sudoku_realistic_24.cnf,DPLL,819,8829,0.0025,SAT
sudoku_realistic_23.cnf,DPLL,819,8829,0.0045,SAT
sudoku_realistic_25.cnf,DPLL,819,8829,0.0115,SAT
sudoku_realistic_26.cnf,DPLL,819,8829,0.0035,SAT
sudoku_realistic_28.cnf,DPLL,819,8829,0.0081,SAT
sudoku_realistic_30.cnf,DPLL,819,8829,0.004,SAT
sudoku_realistic_31.cnf,DPLL,819,8829,0.002,SAT
sudoku_realistic_3.cnf,DPLL,819,8829,0.0055,SAT
sudoku_realistic_32.cnf,DPLL,819,8829,0.002,SAT
sudoku_realistic_33.cnf,DPLL,819,8829,0.004,SAT
sudoku_realistic_34.cnf,DPLL,819,8829,0.002,SAT
sudoku_realistic_29.cnf,DPLL,819,8829,0.0097,SAT
sudoku_realistic_35.cnf,DPLL,819,8829,0.0015,SAT
sudoku_realistic_36.cnf,DPLL,819,8829,0.002,SAT
sudoku_realistic_37.cnf,DPLL,819,8829,0.0,SAT
sudoku_realistic_38.cnf,DPLL,819,8829,0.004,SAT
sudoku_realistic_39.cnf,DPLL,819,8829,0.0011,SAT
sudoku_realistic_40.cnf,DPLL,819,8829,0.001,SAT
sudoku_realistic_4.cnf,DPLL,819,8829,0.001,SAT
sudoku_realistic_41.cnf,DPLL,819,8829,0.003,SAT
sudoku_realistic_42.cnf,DPLL,819,8829,0.0012,SAT
sudoku_realistic_43.cnf,DPLL,819,8829,0.001,SAT
sudoku_realistic_44.cnf,DPLL,819,8829,0.001,SAT
sudoku_realistic_45.cnf,DPLL,819,8829,0.0063,SAT
sudoku_realistic_46.cnf,DPLL,819,8829,0.002,SAT
sudoku_realistic_48.cnf,DPLL,819,8829,0.002,SAT
sudoku_realistic_47.cnf,DPLL,819,8829,0.001,SAT
sudoku_realistic_5.cnf,DPLL,819,8829,0.0,SAT
sudoku_realistic_49.cnf,DPLL,819,8829,0.002,SAT
sudoku_realistic_50.cnf,DPLL,819,8829,0.0015,SAT
sudoku_realistic_52.cnf,DPLL,819,8829,0.0025,SAT
sudoku_realistic_53.cnf,DPLL,819,8829,0.0,SAT
sudoku_realistic_55.cnf,DPLL,819,8829,0.001,SAT
sudoku_realistic_54.cnf,DPLL,819,8829,0.001,SAT
sudoku_realistic_56.cnf,DPLL,819,8829,0.002,SAT
sudoku_realistic_57.cnf,DPLL,819,8829,0.0032,SAT
sudoku_realistic_59.cnf,DPLL,819,8829,0.001,SAT
sudoku_realistic_58.cnf,DPLL,819,8829,0.0015,SAT
sudoku_realistic_6.cnf,DPLL,819,8829,0.0015,SAT

sudoku_realistic_62.cnf,DPLL,819,8829,0.0012,SAT
sudoku_realistic_61.cnf,DPLL,819,8829,0.0,SAT
sudoku_realistic_63.cnf,DPLL,819,8829,0.001,SAT
sudoku_realistic_64.cnf,DPLL,819,8829,0.001,SAT
sudoku_realistic_65.cnf,DPLL,819,8829,0.0022,SAT
sudoku_realistic_66.cnf,DPLL,819,8829,0.0015,SAT
sudoku_realistic_68.cnf,DPLL,819,8829,0.002,SAT
sudoku_realistic_69.cnf,DPLL,819,8829,0.001,SAT
sudoku_realistic_7.cnf,DPLL,819,8829,0.0047,SAT

sudoku_realistic_70.cnf,DPLL,819,8829,0.0023,SAT
sudoku_realistic_71.cnf,DPLL,819,8829,0.002,SAT
sudoku_realistic_73.cnf,DPLL,819,8829,0.001,SAT
sudoku_realistic_75.cnf,DPLL,819,8829,0.0,SAT
sudoku_realistic_74.cnf,DPLL,819,8829,0.002,SAT
sudoku_realistic_76.cnf,DPLL,819,8829,0.001,SAT
sudoku_realistic_77.cnf,DPLL,819,8829,0.001,SAT
sudoku_realistic_78.cnf,DPLL,819,8829,0.0015,SAT
sudoku_realistic_79.cnf,DPLL,819,8829,0.001,SAT
sudoku_realistic_8.cnf,DPLL,819,8829,0.0013,SAT
sudoku_realistic_81.cnf,DPLL,819,8829,0.001,SAT
sudoku_realistic_82.cnf,DPLL,819,8829,0.002,SAT
sudoku_realistic_83.cnf,DPLL,819,8829,0.001,SAT
sudoku_realistic_85.cnf,DPLL,819,8829,0.002,SAT
sudoku_realistic_84.cnf,DPLL,819,8829,0.001,SAT
sudoku_realistic_86.cnf,DPLL,819,8829,0.001,SAT
sudoku_realistic_87.cnf,DPLL,819,8829,0.002,SAT
sudoku_realistic_88.cnf,DPLL,819,8829,0.0,SAT
sudoku_realistic_89.cnf,DPLL,819,8829,0.0,SAT
sudoku_realistic_9.cnf,DPLL,819,8829,0.001,SAT
sudoku_realistic_90.cnf,DPLL,819,8829,0.0015,SAT
sudoku_realistic_92.cnf,DPLL,819,8829,0.001,SAT
sudoku_realistic_91.cnf,DPLL,819,8829,0.0,SAT
sudoku_realistic_93.cnf,DPLL,819,8829,0.002,SAT
sudoku_realistic_94.cnf,DPLL,819,8829,0.0,SAT
sudoku_realistic_96.cnf,DPLL,819,8829,0.0012,SAT
sudoku_realistic_95.cnf,DPLL,819,8829,0.001,SAT
sudoku_realistic_97.cnf,DPLL,819,8829,0.001,SAT
sudoku_realistic_99.cnf,DPLL,819,8829,0.001,SAT
sudoku_realistic_98.cnf,DPLL,819,8829,0.001,SAT
