instance,solver,num_vars,num_clauses,result,runtime_seconds
random3sat_realistic_708.cnf,WalkSAT_Optimized,120,720,UNSAT,0.2831
random3sat_realistic_711.cnf,WalkSAT_Optimized,60,360,UNSAT,0.2852
random3sat_realistic_712.cnf,WalkSAT_Optimized,70,280,UNSAT,0.1652
random3sat_realistic_713.cnf,WalkSAT_Optimized,70,350,UNSAT,0.2116
random3sat_realistic_715.cnf,WalkSAT_Optimized,120,360,UNSAT,0.1253
random3sat_realistic_718.cnf,WalkSAT_Optimized,80,240,SAT,0.0019
random3sat_realistic_719.cnf,WalkSAT_Optimized,50,150,SAT,0.0056
random3sat_realistic_714.cnf,WalkSAT_Optimized,60,360,UNSAT,0.2622
random3sat_realistic_716.cnf,WalkSAT_Optimized,60,300,UNSAT,0.2148
random3sat_realistic_717.cnf,WalkSAT_Optimized,90,270,UNSAT,0.1404
random3sat_realistic_72.cnf,WalkSAT_Optimized,70,350,UNSAT,0.2374
random3sat_realistic_720.cnf,WalkSAT_Optimized,60,360,UNSAT,0.2763
random3sat_realistic_721.cnf,WalkSAT_Optimized,50,250,UNSAT,0.2304
random3sat_realistic_724.cnf,WalkSAT_Optimized,60,180,SAT,0.0081
random3sat_realistic_722.cnf,WalkSAT_Optimized,150,750,UNSAT,0.2362
random3sat_realistic_723.cnf,WalkSAT_Optimized,50,200,UNSAT,0.178
random3sat_realistic_726.cnf,WalkSAT_Optimized,70,280,UNSAT,0.1669
random3sat_realistic_725.cnf,WalkSAT_Optimized,50,250,UNSAT,0.2044
random3sat_realistic_727.cnf,WalkSAT_Optimized,60,240,UNSAT,0.1562
random3sat_realistic_73.cnf,WalkSAT_Optimized,100,300,UNSAT,0.1186
random3sat_realistic_728.cnf,WalkSAT_Optimized,90,540,UNSAT,0.2823
random3sat_realistic_729.cnf,WalkSAT_Optimized,120,720,UNSAT,0.3104
random3sat_realistic_730.cnf,WalkSAT_Optimized,50,300,UNSAT,0.2738
random3sat_realistic_731.cnf,WalkSAT_Optimized,70,280,UNSAT,0.1737
random3sat_realistic_735.cnf,WalkSAT_Optimized,80,240,SAT,0.0068
random3sat_realistic_732.cnf,WalkSAT_Optimized,60,360,UNSAT,0.2626
random3sat_realistic_734.cnf,WalkSAT_Optimized,50,250,UNSAT,0.2039
random3sat_realistic_733.cnf,WalkSAT_Optimized,90,450,UNSAT,0.2115
random3sat_realistic_736.cnf,WalkSAT_Optimized,50,250,UNSAT,0.2053
random3sat_realistic_738.cnf,WalkSAT_Optimized,150,450,UNSAT,0.1246
random3sat_realistic_739.cnf,WalkSAT_Optimized,80,320,UNSAT,0.1697
random3sat_realistic_74.cnf,WalkSAT_Optimized,120,360,UNSAT,0.1342
random3sat_realistic_737.cnf,WalkSAT_Optimized,50,250,UNSAT,0.2258
random3sat_realistic_740.cnf,WalkSAT_Optimized,50,200,UNSAT,0.1704
random3sat_realistic_741.cnf,WalkSAT_Optimized,120,360,UNSAT,0.1227
random3sat_realistic_742.cnf,WalkSAT_Optimized,90,540,UNSAT,0.291
random3sat_realistic_743.cnf,WalkSAT_Optimized,120,720,UNSAT,0.2965
random3sat_realistic_744.cnf,WalkSAT_Optimized,100,500,UNSAT,0.2398
random3sat_realistic_745.cnf,WalkSAT_Optimized,90,540,UNSAT,0.2826
random3sat_realistic_747.cnf,WalkSAT_Optimized,120,360,UNSAT,0.1361
random3sat_realistic_746.cnf,WalkSAT_Optimized,70,280,UNSAT,0.1705
random3sat_realistic_748.cnf,WalkSAT_Optimized,50,200,UNSAT,0.1908
random3sat_realistic_749.cnf,WalkSAT_Optimized,50,250,UNSAT,0.2066
random3sat_realistic_750.cnf,WalkSAT_Optimized,120,480,UNSAT,0.1827
random3sat_realistic_75.cnf,WalkSAT_Optimized,70,420,UNSAT,0.2677
random3sat_realistic_752.cnf,WalkSAT_Optimized,120,360,UNSAT,0.1352
random3sat_realistic_751.cnf,WalkSAT_Optimized,80,400,UNSAT,0.2101
random3sat_realistic_754.cnf,WalkSAT_Optimized,70,280,UNSAT,0.1704
random3sat_realistic_755.cnf,WalkSAT_Optimized,100,300,UNSAT,0.1383
random3sat_realistic_753.cnf,WalkSAT_Optimized,80,480,UNSAT,0.2717
random3sat_realistic_759.cnf,WalkSAT_Optimized,60,180,SAT,0.0028
random3sat_realistic_756.cnf,WalkSAT_Optimized,90,360,UNSAT,0.1822
random3sat_realistic_757.cnf,WalkSAT_Optimized,90,270,UNSAT,0.1262
random3sat_realistic_758.cnf,WalkSAT_Optimized,100,500,UNSAT,0.2345
random3sat_realistic_762.cnf,WalkSAT_Optimized,60,180,SAT,0.0026
random3sat_realistic_761.cnf,WalkSAT_Optimized,100,300,UNSAT,0.128
random3sat_realistic_760.cnf,WalkSAT_Optimized,80,480,UNSAT,0.2879
random3sat_realistic_76.cnf,WalkSAT_Optimized,150,900,UNSAT,0.2982
random3sat_realistic_763.cnf,WalkSAT_Optimized,50,150,UNSAT,0.1219
random3sat_realistic_764.cnf,WalkSAT_Optimized,60,240,UNSAT,0.181
random3sat_realistic_765.cnf,WalkSAT_Optimized,70,210,UNSAT,0.1103
random3sat_realistic_767.cnf,WalkSAT_Optimized,50,200,UNSAT,0.1955
random3sat_realistic_77.cnf,WalkSAT_Optimized,70,210,SAT,0.0026
random3sat_realistic_769.cnf,WalkSAT_Optimized,120,360,UNSAT,0.1143
random3sat_realistic_766.cnf,WalkSAT_Optimized,80,480,UNSAT,0.2718
random3sat_realistic_772.cnf,WalkSAT_Optimized,60,180,SAT,0.0152
random3sat_realistic_768.cnf,WalkSAT_Optimized,100,500,UNSAT,0.2305
random3sat_realistic_771.cnf,WalkSAT_Optimized,70,210,UNSAT,0.1435
random3sat_realistic_774.cnf,WalkSAT_Optimized,90,270,UNSAT,0.1267
random3sat_realistic_775.cnf,WalkSAT_Optimized,100,300,SAT,0.08
random3sat_realistic_770.cnf,WalkSAT_Optimized,80,480,UNSAT,0.2689
random3sat_realistic_773.cnf,WalkSAT_Optimized,120,600,UNSAT,0.2248
random3sat_realistic_776.cnf,WalkSAT_Optimized,70,280,UNSAT,0.1611
random3sat_realistic_777.cnf,WalkSAT_Optimized,70,420,UNSAT,0.2527
random3sat_realistic_779.cnf,WalkSAT_Optimized,90,360,UNSAT,0.1591
random3sat_realistic_78.cnf,WalkSAT_Optimized,90,270,UNSAT,0.1369
random3sat_realistic_778.cnf,WalkSAT_Optimized,100,600,UNSAT,0.2776
random3sat_realistic_782.cnf,WalkSAT_Optimized,80,240,SAT,0.1233
random3sat_realistic_780.cnf,WalkSAT_Optimized,150,600,UNSAT,0.1912
random3sat_realistic_783.cnf,WalkSAT_Optimized,60,240,UNSAT,0.1674
random3sat_realistic_781.cnf,WalkSAT_Optimized,100,500,UNSAT,0.2235
random3sat_realistic_784.cnf,WalkSAT_Optimized,150,750,UNSAT,0.23
random3sat_realistic_785.cnf,WalkSAT_Optimized,50,300,UNSAT,0.2462
random3sat_realistic_786.cnf,WalkSAT_Optimized,50,300,UNSAT,0.2517
random3sat_realistic_787.cnf,WalkSAT_Optimized,60,360,UNSAT,0.2575
random3sat_realistic_788.cnf,WalkSAT_Optimized,100,300,SAT,0.0769
random3sat_realistic_790.cnf,WalkSAT_Optimized,80,240,UNSAT,0.1313
random3sat_realistic_789.cnf,WalkSAT_Optimized,120,480,UNSAT,0.1944
random3sat_realistic_791.cnf,WalkSAT_Optimized,120,480,UNSAT,0.1673
random3sat_realistic_79.cnf,WalkSAT_Optimized,90,540,UNSAT,0.2617
random3sat_realistic_792.cnf,WalkSAT_Optimized,50,200,UNSAT,0.1937
random3sat_realistic_794.cnf,WalkSAT_Optimized,120,360,UNSAT,0.1316
random3sat_realistic_793.cnf,WalkSAT_Optimized,60,300,UNSAT,0.2281
random3sat_realistic_798.cnf,WalkSAT_Optimized,60,180,UNSAT,0.1394
random3sat_realistic_796.cnf,WalkSAT_Optimized,100,400,UNSAT,0.1654
random3sat_realistic_795.cnf,WalkSAT_Optimized,150,900,UNSAT,0.2844
random3sat_realistic_797.cnf,WalkSAT_Optimized,100,600,UNSAT,0.2683
random3sat_realistic_799.cnf,WalkSAT_Optimized,120,600,UNSAT,0.2297
random3sat_realistic_8.cnf,WalkSAT_Optimized,150,750,UNSAT,0.2328
random3sat_realistic_800.cnf,WalkSAT_Optimized,120,480,UNSAT,0.1819
random3sat_realistic_80.cnf,WalkSAT_Optimized,80,480,UNSAT,0.2792
random3sat_realistic_802.cnf,WalkSAT_Optimized,60,240,UNSAT,0.1649
random3sat_realistic_801.cnf,WalkSAT_Optimized,50,250,UNSAT,0.2154
random3sat_realistic_803.cnf,WalkSAT_Optimized,100,500,UNSAT,0.2061
random3sat_realistic_807.cnf,WalkSAT_Optimized,60,180,SAT,0.0032
random3sat_realistic_804.cnf,WalkSAT_Optimized,100,600,UNSAT,0.2863
random3sat_realistic_805.cnf,WalkSAT_Optimized,150,600,UNSAT,0.197
random3sat_realistic_808.cnf,WalkSAT_Optimized,120,360,UNSAT,0.155
random3sat_realistic_806.cnf,WalkSAT_Optimized,100,600,UNSAT,0.2857
random3sat_realistic_810.cnf,WalkSAT_Optimized,120,360,UNSAT,0.1356
random3sat_realistic_809.cnf,WalkSAT_Optimized,150,750,UNSAT,0.2431
random3sat_realistic_81.cnf,WalkSAT_Optimized,150,900,UNSAT,0.3018
random3sat_realistic_811.cnf,WalkSAT_Optimized,120,600,UNSAT,0.223
random3sat_realistic_812.cnf,WalkSAT_Optimized,150,750,UNSAT,0.2362
random3sat_realistic_814.cnf,WalkSAT_Optimized,80,240,UNSAT,0.1092
random3sat_realistic_813.cnf,WalkSAT_Optimized,80,320,UNSAT,0.2079
random3sat_realistic_815.cnf,WalkSAT_Optimized,90,270,UNSAT,0.1199
random3sat_realistic_818.cnf,WalkSAT_Optimized,70,280,UNSAT,0.1803
random3sat_realistic_819.cnf,WalkSAT_Optimized,90,360,UNSAT,0.1857
random3sat_realistic_817.cnf,WalkSAT_Optimized,150,750,UNSAT,0.263
random3sat_realistic_816.cnf,WalkSAT_Optimized,60,360,UNSAT,0.2931
random3sat_realistic_820.cnf,WalkSAT_Optimized,80,320,UNSAT,0.2117
random3sat_realistic_82.cnf,WalkSAT_Optimized,80,400,UNSAT,0.2474
random3sat_realistic_821.cnf,WalkSAT_Optimized,80,320,UNSAT,0.1935
random3sat_realistic_824.cnf,WalkSAT_Optimized,70,280,SAT,0.0228
random3sat_realistic_825.cnf,WalkSAT_Optimized,90,270,SAT,0.0034
random3sat_realistic_822.cnf,WalkSAT_Optimized,150,750,UNSAT,0.2993
random3sat_realistic_823.cnf,WalkSAT_Optimized,70,280,UNSAT,0.1974
random3sat_realistic_829.cnf,WalkSAT_Optimized,100,300,SAT,0.0022
random3sat_realistic_826.cnf,WalkSAT_Optimized,80,480,UNSAT,0.3054
random3sat_realistic_827.cnf,WalkSAT_Optimized,90,450,UNSAT,0.249
random3sat_realistic_828.cnf,WalkSAT_Optimized,120,600,UNSAT,0.2415
random3sat_realistic_831.cnf,WalkSAT_Optimized,120,360,UNSAT,0.141
random3sat_realistic_83.cnf,WalkSAT_Optimized,100,600,UNSAT,0.2796
random3sat_realistic_830.cnf,WalkSAT_Optimized,80,400,UNSAT,0.2097
random3sat_realistic_835.cnf,WalkSAT_Optimized,60,180,UNSAT,0.1467
random3sat_realistic_836.cnf,WalkSAT_Optimized,60,240,UNSAT,0.1669
random3sat_realistic_834.cnf,WalkSAT_Optimized,50,300,UNSAT,0.2526
random3sat_realistic_833.cnf,WalkSAT_Optimized,70,420,UNSAT,0.2799
random3sat_realistic_837.cnf,WalkSAT_Optimized,50,200,UNSAT,0.1867
random3sat_realistic_838.cnf,WalkSAT_Optimized,90,450,UNSAT,0.2393
random3sat_realistic_840.cnf,WalkSAT_Optimized,90,270,UNSAT,0.1295
random3sat_realistic_839.cnf,WalkSAT_Optimized,90,450,UNSAT,0.253
random3sat_realistic_84.cnf,WalkSAT_Optimized,100,600,UNSAT,0.2995
random3sat_realistic_842.cnf,WalkSAT_Optimized,60,180,UNSAT,0.1318
random3sat_realistic_841.cnf,WalkSAT_Optimized,80,320,UNSAT,0.1735
random3sat_realistic_843.cnf,WalkSAT_Optimized,50,200,UNSAT,0.1592
random3sat_realistic_847.cnf,WalkSAT_Optimized,100,300,SAT,0.0352
random3sat_realistic_844.cnf,WalkSAT_Optimized,150,600,UNSAT,0.1876
random3sat_realistic_845.cnf,WalkSAT_Optimized,100,500,UNSAT,0.2265
random3sat_realistic_848.cnf,WalkSAT_Optimized,60,300,UNSAT,0.1987
random3sat_realistic_849.cnf,WalkSAT_Optimized,120,480,UNSAT,0.1747
random3sat_realistic_846.cnf,WalkSAT_Optimized,150,900,UNSAT,0.2996
random3sat_realistic_85.cnf,WalkSAT_Optimized,90,360,UNSAT,0.1735
random3sat_realistic_851.cnf,WalkSAT_Optimized,120,480,UNSAT,0.1811
random3sat_realistic_850.cnf,WalkSAT_Optimized,90,450,UNSAT,0.2075
random3sat_realistic_852.cnf,WalkSAT_Optimized,120,720,UNSAT,0.2914
random3sat_realistic_853.cnf,WalkSAT_Optimized,100,500,UNSAT,0.2488
random3sat_realistic_855.cnf,WalkSAT_Optimized,150,600,UNSAT,0.178
random3sat_realistic_854.cnf,WalkSAT_Optimized,50,250,UNSAT,0.2075
random3sat_realistic_859.cnf,WalkSAT_Optimized,70,210,SAT,0.0489
random3sat_realistic_857.cnf,WalkSAT_Optimized,80,400,UNSAT,0.2162
random3sat_realistic_856.cnf,WalkSAT_Optimized,120,720,UNSAT,0.2766
random3sat_realistic_858.cnf,WalkSAT_Optimized,80,400,UNSAT,0.218
random3sat_realistic_86.cnf,WalkSAT_Optimized,100,400,UNSAT,0.1576
random3sat_realistic_862.cnf,WalkSAT_Optimized,70,280,UNSAT,0.1812
random3sat_realistic_863.cnf,WalkSAT_Optimized,70,280,UNSAT,0.1987
random3sat_realistic_860.cnf,WalkSAT_Optimized,100,600,UNSAT,0.3375
random3sat_realistic_861.cnf,WalkSAT_Optimized,150,900,UNSAT,0.3342
random3sat_realistic_864.cnf,WalkSAT_Optimized,70,420,UNSAT,0.2847
random3sat_realistic_865.cnf,WalkSAT_Optimized,80,480,UNSAT,0.3098
random3sat_realistic_869.cnf,WalkSAT_Optimized,60,180,SAT,0.0111
random3sat_realistic_866.cnf,WalkSAT_Optimized,60,360,UNSAT,0.3018
random3sat_realistic_867.cnf,WalkSAT_Optimized,90,540,UNSAT,0.345
random3sat_realistic_87.cnf,WalkSAT_Optimized,100,300,UNSAT,0.1557
random3sat_realistic_868.cnf,WalkSAT_Optimized,80,480,UNSAT,0.3364
random3sat_realistic_870.cnf,WalkSAT_Optimized,150,750,UNSAT,0.2853
random3sat_realistic_871.cnf,WalkSAT_Optimized,80,400,UNSAT,0.2486
random3sat_realistic_872.cnf,WalkSAT_Optimized,60,300,UNSAT,0.2696
random3sat_realistic_873.cnf,WalkSAT_Optimized,80,400,UNSAT,0.2302
random3sat_realistic_875.cnf,WalkSAT_Optimized,90,360,UNSAT,0.1866
random3sat_realistic_874.cnf,WalkSAT_Optimized,80,400,UNSAT,0.2386
random3sat_realistic_876.cnf,WalkSAT_Optimized,150,750,UNSAT,0.2261
random3sat_realistic_878.cnf,WalkSAT_Optimized,80,320,UNSAT,0.1643
random3sat_realistic_877.cnf,WalkSAT_Optimized,90,540,UNSAT,0.2638
random3sat_realistic_879.cnf,WalkSAT_Optimized,90,540,UNSAT,0.2497
random3sat_realistic_881.cnf,WalkSAT_Optimized,100,300,UNSAT,0.1298
random3sat_realistic_880.cnf,WalkSAT_Optimized,90,450,UNSAT,0.2168
random3sat_realistic_88.cnf,WalkSAT_Optimized,150,900,UNSAT,0.2915
random3sat_realistic_882.cnf,WalkSAT_Optimized,150,600,UNSAT,0.1799
random3sat_realistic_883.cnf,WalkSAT_Optimized,100,300,UNSAT,0.1249
random3sat_realistic_887.cnf,WalkSAT_Optimized,60,180,SAT,0.0015
random3sat_realistic_884.cnf,WalkSAT_Optimized,70,420,UNSAT,0.243
random3sat_realistic_885.cnf,WalkSAT_Optimized,100,500,UNSAT,0.2226
random3sat_realistic_886.cnf,WalkSAT_Optimized,120,480,UNSAT,0.1808
random3sat_realistic_888.cnf,WalkSAT_Optimized,120,480,UNSAT,0.1729
random3sat_realistic_89.cnf,WalkSAT_Optimized,90,270,SAT,0.0325
random3sat_realistic_889.cnf,WalkSAT_Optimized,70,280,UNSAT,0.1689
random3sat_realistic_890.cnf,WalkSAT_Optimized,50,300,UNSAT,0.26
random3sat_realistic_891.cnf,WalkSAT_Optimized,120,720,UNSAT,0.2962
random3sat_realistic_892.cnf,WalkSAT_Optimized,50,300,UNSAT,0.2823
random3sat_realistic_893.cnf,WalkSAT_Optimized,70,420,UNSAT,0.2612
random3sat_realistic_894.cnf,WalkSAT_Optimized,60,240,UNSAT,0.1686
random3sat_realistic_896.cnf,WalkSAT_Optimized,90,270,UNSAT,0.1355
random3sat_realistic_895.cnf,WalkSAT_Optimized,90,360,UNSAT,0.2026
random3sat_realistic_897.cnf,WalkSAT_Optimized,70,280,UNSAT,0.1679
random3sat_realistic_899.cnf,WalkSAT_Optimized,80,240,UNSAT,0.1276
random3sat_realistic_898.cnf,WalkSAT_Optimized,70,350,UNSAT,0.226
random3sat_realistic_90.cnf,WalkSAT_Optimized,150,450,UNSAT,0.1556
random3sat_realistic_900.cnf,WalkSAT_Optimized,90,450,UNSAT,0.2358
random3sat_realistic_9.cnf,WalkSAT_Optimized,80,480,UNSAT,0.3123
random3sat_realistic_901.cnf,WalkSAT_Optimized,90,450,UNSAT,0.2246
random3sat_realistic_902.cnf,WalkSAT_Optimized,100,600,UNSAT,0.3345
random3sat_realistic_904.cnf,WalkSAT_Optimized,90,450,UNSAT,0.2372
random3sat_realistic_903.cnf,WalkSAT_Optimized,60,360,UNSAT,0.2795
random3sat_realistic_905.cnf,WalkSAT_Optimized,60,360,UNSAT,0.2903
random3sat_realistic_907.cnf,WalkSAT_Optimized,90,360,UNSAT,0.1706
random3sat_realistic_906.cnf,WalkSAT_Optimized,50,250,UNSAT,0.2001
random3sat_realistic_908.cnf,WalkSAT_Optimized,50,300,UNSAT,0.2448
random3sat_realistic_91.cnf,WalkSAT_Optimized,100,400,UNSAT,0.1831
random3sat_realistic_909.cnf,WalkSAT_Optimized,50,300,UNSAT,0.2581
random3sat_realistic_910.cnf,WalkSAT_Optimized,120,600,UNSAT,0.2277
random3sat_realistic_912.cnf,WalkSAT_Optimized,150,600,UNSAT,0.1959
random3sat_realistic_911.cnf,WalkSAT_Optimized,100,600,UNSAT,0.2812
random3sat_realistic_913.cnf,WalkSAT_Optimized,60,300,UNSAT,0.2184
random3sat_realistic_914.cnf,WalkSAT_Optimized,60,240,UNSAT,0.1908
random3sat_realistic_918.cnf,WalkSAT_Optimized,100,400,UNSAT,0.1581
random3sat_realistic_915.cnf,WalkSAT_Optimized,70,350,UNSAT,0.2266
random3sat_realistic_916.cnf,WalkSAT_Optimized,60,360,UNSAT,0.2553
random3sat_realistic_917.cnf,WalkSAT_Optimized,100,500,UNSAT,0.2306
random3sat_realistic_920.cnf,WalkSAT_Optimized,50,150,UNSAT,0.145
random3sat_realistic_919.cnf,WalkSAT_Optimized,120,600,UNSAT,0.2418
random3sat_realistic_92.cnf,WalkSAT_Optimized,100,600,UNSAT,0.2996
random3sat_realistic_921.cnf,WalkSAT_Optimized,60,360,UNSAT,0.271
random3sat_realistic_922.cnf,WalkSAT_Optimized,100,400,UNSAT,0.1729
random3sat_realistic_923.cnf,WalkSAT_Optimized,150,600,UNSAT,0.1747
random3sat_realistic_924.cnf,WalkSAT_Optimized,100,500,UNSAT,0.2162
random3sat_realistic_926.cnf,WalkSAT_Optimized,90,360,UNSAT,0.1731
random3sat_realistic_925.cnf,WalkSAT_Optimized,60,300,UNSAT,0.2297
random3sat_realistic_928.cnf,WalkSAT_Optimized,80,320,UNSAT,0.1695
random3sat_realistic_927.cnf,WalkSAT_Optimized,70,420,UNSAT,0.2698
random3sat_realistic_93.cnf,WalkSAT_Optimized,60,240,UNSAT,0.1764
random3sat_realistic_929.cnf,WalkSAT_Optimized,100,600,UNSAT,0.257
random3sat_realistic_932.cnf,WalkSAT_Optimized,90,270,UNSAT,0.1248
random3sat_realistic_931.cnf,WalkSAT_Optimized,100,500,UNSAT,0.2232
random3sat_realistic_933.cnf,WalkSAT_Optimized,150,600,UNSAT,0.1693
random3sat_realistic_930.cnf,WalkSAT_Optimized,120,720,UNSAT,0.2979
random3sat_realistic_934.cnf,WalkSAT_Optimized,120,600,UNSAT,0.2305
random3sat_realistic_936.cnf,WalkSAT_Optimized,100,300,UNSAT,0.1545
random3sat_realistic_935.cnf,WalkSAT_Optimized,120,600,UNSAT,0.2404
random3sat_realistic_939.cnf,WalkSAT_Optimized,100,300,SAT,0.069
random3sat_realistic_938.cnf,WalkSAT_Optimized,100,300,SAT,0.0775
random3sat_realistic_937.cnf,WalkSAT_Optimized,100,600,UNSAT,0.2761
random3sat_realistic_940.cnf,WalkSAT_Optimized,70,280,UNSAT,0.1691
random3sat_realistic_941.cnf,WalkSAT_Optimized,80,320,UNSAT,0.1664
random3sat_realistic_94.cnf,WalkSAT_Optimized,70,350,UNSAT,0.2186
random3sat_realistic_942.cnf,WalkSAT_Optimized,80,320,UNSAT,0.1917
random3sat_realistic_943.cnf,WalkSAT_Optimized,120,480,UNSAT,0.1964
