instance,solver,num_vars,num_clauses,result
random3sat_realistic_302.cnf,WalkSAT_Optimized,150,900,UNSAT
random3sat_realistic_305.cnf,WalkSAT_Optimized,90,540,UNSAT
random3sat_realistic_306.cnf,WalkSAT_Optimized,90,360,UNSAT
random3sat_realistic_307.cnf,WalkSAT_Optimized,50,300,UNSAT
random3sat_realistic_31.cnf,WalkSAT_Optimized,50,200,UNSAT
random3sat_realistic_308.cnf,WalkSAT_Optimized,50,300,UNSAT
random3sat_realistic_309.cnf,WalkSAT_Optimized,70,420,UNSAT
random3sat_realistic_310.cnf,WalkSAT_Optimized,70,210,UNSAT
random3sat_realistic_312.cnf,WalkSAT_Optimized,90,360,UNSAT
random3sat_realistic_311.cnf,WalkSAT_Optimized,60,360,UNSAT
random3sat_realistic_313.cnf,WalkSAT_Optimized,60,360,UNSAT
random3sat_realistic_314.cnf,WalkSAT_Optimized,150,750,UNSAT
random3sat_realistic_315.cnf,WalkSAT_Optimized,150,600,UNSAT
random3sat_realistic_316.cnf,WalkSAT_Optimized,80,320,UNSAT
random3sat_realistic_318.cnf,WalkSAT_Optimized,50,150,SAT
random3sat_realistic_317.cnf,WalkSAT_Optimized,80,320,UNSAT
random3sat_realistic_319.cnf,WalkSAT_Optimized,60,300,UNSAT
random3sat_realistic_322.cnf,WalkSAT_Optimized,120,360,SAT
random3sat_realistic_32.cnf,WalkSAT_Optimized,70,350,UNSAT
random3sat_realistic_321.cnf,WalkSAT_Optimized,120,360,UNSAT
random3sat_realistic_320.cnf,WalkSAT_Optimized,100,600,UNSAT
random3sat_realistic_323.cnf,WalkSAT_Optimized,60,240,UNSAT
random3sat_realistic_324.cnf,WalkSAT_Optimized,70,350,UNSAT
random3sat_realistic_325.cnf,WalkSAT_Optimized,50,200,UNSAT
random3sat_realistic_329.cnf,WalkSAT_Optimized,60,180,SAT
random3sat_realistic_326.cnf,WalkSAT_Optimized,90,450,UNSAT
random3sat_realistic_327.cnf,WalkSAT_Optimized,90,360,UNSAT
random3sat_realistic_328.cnf,WalkSAT_Optimized,50,200,UNSAT
random3sat_realistic_330.cnf,WalkSAT_Optimized,120,360,UNSAT
random3sat_realistic_33.cnf,WalkSAT_Optimized,60,360,UNSAT
random3sat_realistic_332.cnf,WalkSAT_Optimized,70,210,UNSAT
random3sat_realistic_331.cnf,WalkSAT_Optimized,90,540,UNSAT
random3sat_realistic_333.cnf,WalkSAT_Optimized,100,500,UNSAT
random3sat_realistic_337.cnf,WalkSAT_Optimized,100,300,SAT
random3sat_realistic_335.cnf,WalkSAT_Optimized,50,250,UNSAT
random3sat_realistic_334.cnf,WalkSAT_Optimized,120,720,UNSAT
random3sat_realistic_336.cnf,WalkSAT_Optimized,90,360,UNSAT
random3sat_realistic_338.cnf,WalkSAT_Optimized,70,280,UNSAT
random3sat_realistic_339.cnf,WalkSAT_Optimized,90,360,UNSAT
random3sat_realistic_341.cnf,WalkSAT_Optimized,120,480,UNSAT
random3sat_realistic_340.cnf,WalkSAT_Optimized,70,350,UNSAT
random3sat_realistic_34.cnf,WalkSAT_Optimized,90,540,UNSAT
random3sat_realistic_344.cnf,WalkSAT_Optimized,150,450,UNSAT
random3sat_realistic_342.cnf,WalkSAT_Optimized,60,360,UNSAT
random3sat_realistic_345.cnf,WalkSAT_Optimized,100,300,SAT
random3sat_realistic_343.cnf,WalkSAT_Optimized,60,300,UNSAT
random3sat_realistic_348.cnf,WalkSAT_Optimized,120,360,UNSAT
random3sat_realistic_347.cnf,WalkSAT_Optimized,70,350,UNSAT
random3sat_realistic_346.cnf,WalkSAT_Optimized,80,480,UNSAT
random3sat_realistic_349.cnf,WalkSAT_Optimized,100,500,UNSAT
random3sat_realistic_352.cnf,WalkSAT_Optimized,50,150,SAT
random3sat_realistic_353.cnf,WalkSAT_Optimized,50,150,SAT
random3sat_realistic_35.cnf,WalkSAT_Optimized,50,250,UNSAT
random3sat_realistic_350.cnf,WalkSAT_Optimized,80,320,UNSAT
random3sat_realistic_351.cnf,WalkSAT_Optimized,120,600,UNSAT
random3sat_realistic_355.cnf,WalkSAT_Optimized,60,360,UNSAT
random3sat_realistic_356.cnf,WalkSAT_Optimized,60,300,UNSAT
random3sat_realistic_354.cnf,WalkSAT_Optimized,120,720,UNSAT
random3sat_realistic_359.cnf,WalkSAT_Optimized,50,150,SAT
random3sat_realistic_357.cnf,WalkSAT_Optimized,50,250,UNSAT
random3sat_realistic_361.cnf,WalkSAT_Optimized,60,180,SAT
random3sat_realistic_358.cnf,WalkSAT_Optimized,70,350,UNSAT
random3sat_realistic_36.cnf,WalkSAT_Optimized,60,300,UNSAT
random3sat_realistic_362.cnf,WalkSAT_Optimized,80,320,UNSAT
random3sat_realistic_360.cnf,WalkSAT_Optimized,50,300,UNSAT
random3sat_realistic_363.cnf,WalkSAT_Optimized,70,280,UNSAT
random3sat_realistic_364.cnf,WalkSAT_Optimized,80,400,UNSAT
random3sat_realistic_365.cnf,WalkSAT_Optimized,90,540,UNSAT
random3sat_realistic_367.cnf,WalkSAT_Optimized,50,200,UNSAT
random3sat_realistic_366.cnf,WalkSAT_Optimized,60,360,UNSAT
random3sat_realistic_370.cnf,WalkSAT_Optimized,120,360,SAT
random3sat_realistic_368.cnf,WalkSAT_Optimized,70,420,UNSAT
random3sat_realistic_371.cnf,WalkSAT_Optimized,50,150,UNSAT
random3sat_realistic_369.cnf,WalkSAT_Optimized,80,480,UNSAT
random3sat_realistic_37.cnf,WalkSAT_Optimized,100,600,UNSAT
random3sat_realistic_372.cnf,WalkSAT_Optimized,70,280,UNSAT
random3sat_realistic_373.cnf,WalkSAT_Optimized,100,500,UNSAT
random3sat_realistic_375.cnf,WalkSAT_Optimized,50,150,UNSAT
random3sat_realistic_374.cnf,WalkSAT_Optimized,60,360,UNSAT
random3sat_realistic_376.cnf,WalkSAT_Optimized,80,320,UNSAT
random3sat_realistic_378.cnf,WalkSAT_Optimized,150,450,UNSAT
random3sat_realistic_38.cnf,WalkSAT_Optimized,60,180,UNSAT
random3sat_realistic_377.cnf,WalkSAT_Optimized,70,350,UNSAT
random3sat_realistic_379.cnf,WalkSAT_Optimized,60,360,UNSAT
random3sat_realistic_380.cnf,WalkSAT_Optimized,60,360,UNSAT
random3sat_realistic_382.cnf,WalkSAT_Optimized,120,720,UNSAT
random3sat_realistic_383.cnf,WalkSAT_Optimized,100,500,UNSAT
random3sat_realistic_381.cnf,WalkSAT_Optimized,150,900,UNSAT
random3sat_realistic_384.cnf,WalkSAT_Optimized,120,360,UNSAT
random3sat_realistic_388.cnf,WalkSAT_Optimized,150,450,UNSAT
random3sat_realistic_385.cnf,WalkSAT_Optimized,120,480,UNSAT
random3sat_realistic_386.cnf,WalkSAT_Optimized,70,420,UNSAT
random3sat_realistic_387.cnf,WalkSAT_Optimized,60,360,UNSAT
random3sat_realistic_39.cnf,WalkSAT_Optimized,80,400,UNSAT
random3sat_realistic_389.cnf,WalkSAT_Optimized,90,540,UNSAT
random3sat_realistic_390.cnf,WalkSAT_Optimized,90,360,UNSAT
random3sat_realistic_391.cnf,WalkSAT_Optimized,70,280,UNSAT
random3sat_realistic_392.cnf,WalkSAT_Optimized,90,540,UNSAT
random3sat_realistic_393.cnf,WalkSAT_Optimized,50,300,UNSAT
random3sat_realistic_395.cnf,WalkSAT_Optimized,150,750,UNSAT
random3sat_realistic_394.cnf,WalkSAT_Optimized,120,720,UNSAT
random3sat_realistic_397.cnf,WalkSAT_Optimized,50,200,UNSAT
random3sat_realistic_396.cnf,WalkSAT_Optimized,90,360,UNSAT
random3sat_realistic_398.cnf,WalkSAT_Optimized,70,350,UNSAT
random3sat_realistic_399.cnf,WalkSAT_Optimized,120,600,UNSAT
random3sat_realistic_4.cnf,WalkSAT_Optimized,70,350,UNSAT
random3sat_realistic_401.cnf,WalkSAT_Optimized,120,360,UNSAT
random3sat_realistic_40.cnf,WalkSAT_Optimized,70,420,UNSAT
random3sat_realistic_400.cnf,WalkSAT_Optimized,120,600,UNSAT
random3sat_realistic_403.cnf,WalkSAT_Optimized,70,280,UNSAT
random3sat_realistic_402.cnf,WalkSAT_Optimized,90,540,UNSAT
random3sat_realistic_404.cnf,WalkSAT_Optimized,50,200,UNSAT
random3sat_realistic_405.cnf,WalkSAT_Optimized,50,250,UNSAT
random3sat_realistic_406.cnf,WalkSAT_Optimized,120,480,UNSAT
random3sat_realistic_408.cnf,WalkSAT_Optimized,50,200,UNSAT
random3sat_realistic_407.cnf,WalkSAT_Optimized,150,600,UNSAT
random3sat_realistic_411.cnf,WalkSAT_Optimized,120,360,SAT
random3sat_realistic_410.cnf,WalkSAT_Optimized,100,400,UNSAT
random3sat_realistic_409.cnf,WalkSAT_Optimized,100,600,UNSAT
random3sat_realistic_412.cnf,WalkSAT_Optimized,60,180,UNSAT
random3sat_realistic_41.cnf,WalkSAT_Optimized,150,750,UNSAT
random3sat_realistic_416.cnf,WalkSAT_Optimized,50,200,SAT
random3sat_realistic_417.cnf,WalkSAT_Optimized,60,240,UNSAT
random3sat_realistic_414.cnf,WalkSAT_Optimized,100,500,UNSAT
random3sat_realistic_415.cnf,WalkSAT_Optimized,90,450,UNSAT
random3sat_realistic_413.cnf,WalkSAT_Optimized,60,360,UNSAT
random3sat_realistic_418.cnf,WalkSAT_Optimized,100,300,SAT
random3sat_realistic_421.cnf,WalkSAT_Optimized,150,450,SAT
random3sat_realistic_42.cnf,WalkSAT_Optimized,70,420,UNSAT
random3sat_realistic_419.cnf,WalkSAT_Optimized,100,600,UNSAT
random3sat_realistic_420.cnf,WalkSAT_Optimized,50,300,UNSAT
random3sat_realistic_422.cnf,WalkSAT_Optimized,120,480,UNSAT
random3sat_realistic_424.cnf,WalkSAT_Optimized,70,210,UNSAT
random3sat_realistic_426.cnf,WalkSAT_Optimized,70,280,UNSAT
random3sat_realistic_425.cnf,WalkSAT_Optimized,90,450,UNSAT
random3sat_realistic_423.cnf,WalkSAT_Optimized,90,540,UNSAT
random3sat_realistic_427.cnf,WalkSAT_Optimized,100,400,UNSAT
random3sat_realistic_430.cnf,WalkSAT_Optimized,120,360,SAT
random3sat_realistic_429.cnf,WalkSAT_Optimized,100,400,UNSAT
random3sat_realistic_428.cnf,WalkSAT_Optimized,150,750,UNSAT
random3sat_realistic_431.cnf,WalkSAT_Optimized,150,450,UNSAT
random3sat_realistic_43.cnf,WalkSAT_Optimized,80,400,UNSAT
random3sat_realistic_433.cnf,WalkSAT_Optimized,70,210,UNSAT
random3sat_realistic_432.cnf,WalkSAT_Optimized,90,540,UNSAT
random3sat_realistic_435.cnf,WalkSAT_Optimized,150,600,UNSAT
random3sat_realistic_434.cnf,WalkSAT_Optimized,60,360,UNSAT
random3sat_realistic_436.cnf,WalkSAT_Optimized,120,720,UNSAT
random3sat_realistic_438.cnf,WalkSAT_Optimized,50,200,UNSAT
random3sat_realistic_437.cnf,WalkSAT_Optimized,50,300,UNSAT
random3sat_realistic_439.cnf,WalkSAT_Optimized,80,400,UNSAT
random3sat_realistic_440.cnf,WalkSAT_Optimized,70,210,UNSAT
random3sat_realistic_443.cnf,WalkSAT_Optimized,120,360,UNSAT
random3sat_realistic_44.cnf,WalkSAT_Optimized,80,480,UNSAT
random3sat_realistic_441.cnf,WalkSAT_Optimized,90,360,UNSAT
random3sat_realistic_442.cnf,WalkSAT_Optimized,60,300,UNSAT
random3sat_realistic_446.cnf,WalkSAT_Optimized,80,240,SAT
random3sat_realistic_448.cnf,WalkSAT_Optimized,100,300,SAT
random3sat_realistic_444.cnf,WalkSAT_Optimized,60,300,UNSAT
random3sat_realistic_447.cnf,WalkSAT_Optimized,90,360,UNSAT
random3sat_realistic_445.cnf,WalkSAT_Optimized,80,480,UNSAT
random3sat_realistic_45.cnf,WalkSAT_Optimized,50,250,UNSAT
random3sat_realistic_450.cnf,WalkSAT_Optimized,80,320,UNSAT
random3sat_realistic_451.cnf,WalkSAT_Optimized,80,320,UNSAT
random3sat_realistic_449.cnf,WalkSAT_Optimized,80,480,UNSAT
random3sat_realistic_452.cnf,WalkSAT_Optimized,80,320,UNSAT
random3sat_realistic_454.cnf,WalkSAT_Optimized,80,240,UNSAT
random3sat_realistic_453.cnf,WalkSAT_Optimized,50,300,UNSAT
random3sat_realistic_457.cnf,WalkSAT_Optimized,100,300,UNSAT
random3sat_realistic_455.cnf,WalkSAT_Optimized,50,300,UNSAT
random3sat_realistic_456.cnf,WalkSAT_Optimized,120,600,UNSAT
random3sat_realistic_458.cnf,WalkSAT_Optimized,50,250,UNSAT
random3sat_realistic_459.cnf,WalkSAT_Optimized,90,450,UNSAT
random3sat_realistic_46.cnf,WalkSAT_Optimized,50,250,UNSAT
random3sat_realistic_460.cnf,WalkSAT_Optimized,70,350,UNSAT
random3sat_realistic_461.cnf,WalkSAT_Optimized,70,350,UNSAT
random3sat_realistic_464.cnf,WalkSAT_Optimized,50,250,UNSAT
random3sat_realistic_462.cnf,WalkSAT_Optimized,50,300,UNSAT
random3sat_realistic_463.cnf,WalkSAT_Optimized,60,360,UNSAT
random3sat_realistic_465.cnf,WalkSAT_Optimized,100,500,UNSAT
random3sat_realistic_469.cnf,WalkSAT_Optimized,70,210,SAT
random3sat_realistic_466.cnf,WalkSAT_Optimized,80,400,UNSAT
random3sat_realistic_467.cnf,WalkSAT_Optimized,150,750,UNSAT
random3sat_realistic_468.cnf,WalkSAT_Optimized,80,400,UNSAT
random3sat_realistic_470.cnf,WalkSAT_Optimized,90,270,SAT
random3sat_realistic_471.cnf,WalkSAT_Optimized,60,240,SAT
random3sat_realistic_47.cnf,WalkSAT_Optimized,90,450,UNSAT
random3sat_realistic_474.cnf,WalkSAT_Optimized,120,360,UNSAT
random3sat_realistic_473.cnf,WalkSAT_Optimized,150,600,UNSAT
random3sat_realistic_472.cnf,WalkSAT_Optimized,50,300,UNSAT
random3sat_realistic_477.cnf,WalkSAT_Optimized,80,240,UNSAT
random3sat_realistic_475.cnf,WalkSAT_Optimized,90,360,UNSAT
random3sat_realistic_476.cnf,WalkSAT_Optimized,90,360,UNSAT
random3sat_realistic_48.cnf,WalkSAT_Optimized,100,400,UNSAT
random3sat_realistic_478.cnf,WalkSAT_Optimized,70,350,UNSAT
random3sat_realistic_479.cnf,WalkSAT_Optimized,90,360,UNSAT
random3sat_realistic_480.cnf,WalkSAT_Optimized,120,600,UNSAT
random3sat_realistic_482.cnf,WalkSAT_Optimized,50,150,UNSAT
random3sat_realistic_484.cnf,WalkSAT_Optimized,60,180,SAT
random3sat_realistic_481.cnf,WalkSAT_Optimized,50,200,UNSAT
random3sat_realistic_483.cnf,WalkSAT_Optimized,50,200,UNSAT
random3sat_realistic_487.cnf,WalkSAT_Optimized,50,250,UNSAT
random3sat_realistic_486.cnf,WalkSAT_Optimized,150,750,UNSAT
random3sat_realistic_49.cnf,WalkSAT_Optimized,50,200,SAT
random3sat_realistic_485.cnf,WalkSAT_Optimized,150,900,UNSAT
random3sat_realistic_488.cnf,WalkSAT_Optimized,100,600,UNSAT
random3sat_realistic_490.cnf,WalkSAT_Optimized,60,240,UNSAT
random3sat_realistic_489.cnf,WalkSAT_Optimized,150,600,UNSAT
random3sat_realistic_492.cnf,WalkSAT_Optimized,50,250,UNSAT
random3sat_realistic_491.cnf,WalkSAT_Optimized,70,350,UNSAT
random3sat_realistic_495.cnf,WalkSAT_Optimized,80,240,SAT
random3sat_realistic_494.cnf,WalkSAT_Optimized,150,750,UNSAT
random3sat_realistic_493.cnf,WalkSAT_Optimized,90,540,UNSAT
random3sat_realistic_496.cnf,WalkSAT_Optimized,80,400,UNSAT
random3sat_realistic_497.cnf,WalkSAT_Optimized,50,150,UNSAT
random3sat_realistic_499.cnf,WalkSAT_Optimized,150,600,UNSAT
random3sat_realistic_498.cnf,WalkSAT_Optimized,150,750,UNSAT
random3sat_realistic_50.cnf,WalkSAT_Optimized,60,180,UNSAT
random3sat_realistic_5.cnf,WalkSAT_Optimized,50,300,UNSAT
random3sat_realistic_502.cnf,WalkSAT_Optimized,100,400,UNSAT
random3sat_realistic_501.cnf,WalkSAT_Optimized,70,280,UNSAT
random3sat_realistic_500.cnf,WalkSAT_Optimized,100,500,UNSAT
random3sat_realistic_503.cnf,WalkSAT_Optimized,120,360,UNSAT
random3sat_realistic_506.cnf,WalkSAT_Optimized,100,300,UNSAT
random3sat_realistic_504.cnf,WalkSAT_Optimized,120,480,UNSAT
random3sat_realistic_508.cnf,WalkSAT_Optimized,100,300,SAT
random3sat_realistic_505.cnf,WalkSAT_Optimized,150,750,UNSAT
random3sat_realistic_51.cnf,WalkSAT_Optimized,150,450,UNSAT
random3sat_realistic_507.cnf,WalkSAT_Optimized,90,450,UNSAT
random3sat_realistic_511.cnf,WalkSAT_Optimized,70,280,SAT
random3sat_realistic_509.cnf,WalkSAT_Optimized,90,450,UNSAT
random3sat_realistic_510.cnf,WalkSAT_Optimized,80,400,UNSAT
random3sat_realistic_512.cnf,WalkSAT_Optimized,120,720,UNSAT
random3sat_realistic_513.cnf,WalkSAT_Optimized,100,600,UNSAT
random3sat_realistic_514.cnf,WalkSAT_Optimized,80,400,UNSAT
random3sat_realistic_515.cnf,WalkSAT_Optimized,80,480,UNSAT
random3sat_realistic_516.cnf,WalkSAT_Optimized,70,280,UNSAT
random3sat_realistic_518.cnf,WalkSAT_Optimized,70,350,UNSAT
random3sat_realistic_517.cnf,WalkSAT_Optimized,60,360,UNSAT
random3sat_realistic_519.cnf,WalkSAT_Optimized,60,240,UNSAT
random3sat_realistic_52.cnf,WalkSAT_Optimized,70,420,UNSAT
random3sat_realistic_523.cnf,WalkSAT_Optimized,60,180,SAT
random3sat_realistic_524.cnf,WalkSAT_Optimized,90,270,SAT
random3sat_realistic_522.cnf,WalkSAT_Optimized,150,750,UNSAT
random3sat_realistic_520.cnf,WalkSAT_Optimized,100,600,UNSAT
random3sat_realistic_521.cnf,WalkSAT_Optimized,100,600,UNSAT
random3sat_realistic_525.cnf,WalkSAT_Optimized,90,360,UNSAT
random3sat_realistic_528.cnf,WalkSAT_Optimized,120,360,SAT
random3sat_realistic_526.cnf,WalkSAT_Optimized,60,240,UNSAT
random3sat_realistic_527.cnf,WalkSAT_Optimized,50,300,UNSAT
random3sat_realistic_53.cnf,WalkSAT_Optimized,80,240,UNSAT
random3sat_realistic_530.cnf,WalkSAT_Optimized,60,300,UNSAT
random3sat_realistic_529.cnf,WalkSAT_Optimized,100,600,UNSAT
random3sat_realistic_533.cnf,WalkSAT_Optimized,90,270,UNSAT
random3sat_realistic_532.cnf,WalkSAT_Optimized,60,300,UNSAT
random3sat_realistic_531.cnf,WalkSAT_Optimized,80,480,UNSAT
random3sat_realistic_536.cnf,WalkSAT_Optimized,80,240,SAT
random3sat_realistic_538.cnf,WalkSAT_Optimized,90,270,SAT
random3sat_realistic_534.cnf,WalkSAT_Optimized,70,420,UNSAT
random3sat_realistic_537.cnf,WalkSAT_Optimized,120,480,UNSAT
random3sat_realistic_535.cnf,WalkSAT_Optimized,100,600,UNSAT
random3sat_realistic_539.cnf,WalkSAT_Optimized,100,600,UNSAT
random3sat_realistic_54.cnf,WalkSAT_Optimized,90,540,UNSAT
random3sat_realistic_540.cnf,WalkSAT_Optimized,50,300,UNSAT
random3sat_realistic_542.cnf,WalkSAT_Optimized,150,450,UNSAT
random3sat_realistic_541.cnf,WalkSAT_Optimized,70,420,UNSAT
random3sat_realistic_546.cnf,WalkSAT_Optimized,50,150,SAT
random3sat_realistic_543.cnf,WalkSAT_Optimized,70,280,UNSAT
random3sat_realistic_544.cnf,WalkSAT_Optimized,60,240,UNSAT
random3sat_realistic_545.cnf,WalkSAT_Optimized,50,200,UNSAT
random3sat_realistic_547.cnf,WalkSAT_Optimized,90,360,UNSAT
random3sat_realistic_548.cnf,WalkSAT_Optimized,60,180,UNSAT
random3sat_realistic_55.cnf,WalkSAT_Optimized,120,480,UNSAT
random3sat_realistic_549.cnf,WalkSAT_Optimized,100,600,UNSAT
random3sat_realistic_552.cnf,WalkSAT_Optimized,50,150,SAT
random3sat_realistic_550.cnf,WalkSAT_Optimized,50,300,UNSAT
random3sat_realistic_554.cnf,WalkSAT_Optimized,60,180,SAT
random3sat_realistic_556.cnf,WalkSAT_Optimized,50,150,SAT
random3sat_realistic_551.cnf,WalkSAT_Optimized,150,900,UNSAT
random3sat_realistic_558.cnf,WalkSAT_Optimized,70,280,UNSAT
random3sat_realistic_557.cnf,WalkSAT_Optimized,100,400,UNSAT
random3sat_realistic_553.cnf,WalkSAT_Optimized,120,720,UNSAT
random3sat_realistic_555.cnf,WalkSAT_Optimized,80,480,UNSAT
random3sat_realistic_560.cnf,WalkSAT_Optimized,60,180,SAT
random3sat_realistic_559.cnf,WalkSAT_Optimized,150,600,UNSAT
random3sat_realistic_56.cnf,WalkSAT_Optimized,80,400,UNSAT
random3sat_realistic_561.cnf,WalkSAT_Optimized,90,450,UNSAT
random3sat_realistic_562.cnf,WalkSAT_Optimized,60,240,UNSAT
random3sat_realistic_564.cnf,WalkSAT_Optimized,90,270,UNSAT
random3sat_realistic_563.cnf,WalkSAT_Optimized,150,900,UNSAT
random3sat_realistic_566.cnf,WalkSAT_Optimized,120,600,UNSAT
random3sat_realistic_565.cnf,WalkSAT_Optimized,50,300,UNSAT
random3sat_realistic_567.cnf,WalkSAT_Optimized,80,400,UNSAT
random3sat_realistic_57.cnf,WalkSAT_Optimized,100,300,UNSAT
random3sat_realistic_568.cnf,WalkSAT_Optimized,100,600,UNSAT
random3sat_realistic_570.cnf,WalkSAT_Optimized,50,200,UNSAT
random3sat_realistic_569.cnf,WalkSAT_Optimized,120,720,UNSAT
random3sat_realistic_571.cnf,WalkSAT_Optimized,50,250,UNSAT
random3sat_realistic_572.cnf,WalkSAT_Optimized,100,400,UNSAT
random3sat_realistic_576.cnf,WalkSAT_Optimized,50,150,SAT
random3sat_realistic_573.cnf,WalkSAT_Optimized,150,750,UNSAT
random3sat_realistic_574.cnf,WalkSAT_Optimized,50,300,UNSAT
random3sat_realistic_575.cnf,WalkSAT_Optimized,120,600,UNSAT
random3sat_realistic_578.cnf,WalkSAT_Optimized,50,200,UNSAT
random3sat_realistic_577.cnf,WalkSAT_Optimized,60,360,UNSAT
random3sat_realistic_58.cnf,WalkSAT_Optimized,120,360,UNSAT
random3sat_realistic_579.cnf,WalkSAT_Optimized,150,600,UNSAT
random3sat_realistic_581.cnf,WalkSAT_Optimized,150,450,UNSAT
random3sat_realistic_580.cnf,WalkSAT_Optimized,60,300,UNSAT
random3sat_realistic_584.cnf,WalkSAT_Optimized,120,360,UNSAT
random3sat_realistic_582.cnf,WalkSAT_Optimized,70,420,UNSAT
random3sat_realistic_586.cnf,WalkSAT_Optimized,80,240,SAT
random3sat_realistic_588.cnf,WalkSAT_Optimized,60,180,SAT
random3sat_realistic_583.cnf,WalkSAT_Optimized,80,480,UNSAT
random3sat_realistic_585.cnf,WalkSAT_Optimized,150,600,UNSAT
random3sat_realistic_59.cnf,WalkSAT_Optimized,150,450,UNSAT
random3sat_realistic_589.cnf,WalkSAT_Optimized,70,280,UNSAT
random3sat_realistic_587.cnf,WalkSAT_Optimized,70,350,UNSAT
random3sat_realistic_590.cnf,WalkSAT_Optimized,120,480,UNSAT
random3sat_realistic_591.cnf,WalkSAT_Optimized,60,180,UNSAT
random3sat_realistic_593.cnf,WalkSAT_Optimized,70,350,UNSAT
random3sat_realistic_594.cnf,WalkSAT_Optimized,60,240,UNSAT
random3sat_realistic_592.cnf,WalkSAT_Optimized,150,900,UNSAT
random3sat_realistic_595.cnf,WalkSAT_Optimized,80,480,UNSAT
